class,aa_000,ac_000,ad_000,ae_000,af_000,ag_000,ag_001,ag_002,ag_003,ag_004,ag_005,ag_006,ag_007,ag_008,ag_009,ah_000,ai_000,aj_000,ak_000,al_000,am_0,an_000,ao_000,ap_000,aq_000,ar_000,as_000,at_000,au_000,av_000,ax_000,ay_000,ay_001,ay_002,ay_003,ay_004,ay_005,ay_006,ay_007,ay_008,ay_009,az_000,az_001,az_002,az_003,az_004,az_005,az_006,az_007,az_008,az_009,ba_000,ba_001,ba_002,ba_003,ba_004,ba_005,ba_006,ba_007,ba_008,ba_009,bb_000,bc_000,bd_000,be_000,bf_000,bg_000,bh_000,bi_000,bj_000,bk_000,bl_000,bm_000,bs_000,bt_000,bu_000,bv_000,bx_000,by_000,bz_000,ca_000,cb_000,cc_000,cd_000,ce_000,cf_000,cg_000,ch_000,ci_000,cj_000,ck_000,cl_000,cm_000,cn_000,cn_001,cn_002,cn_003,cn_004,cn_005,cn_006,cn_007,cn_008,cn_009,co_000,cp_000,cq_000,cs_000,cs_001,cs_002,cs_003,cs_004,cs_005,cs_006,cs_007,cs_008,cs_009,ct_000,cu_000,cv_000,cx_000,cy_000,cz_000,da_000,db_000,dc_000,dd_000,de_000,df_000,dg_000,dh_000,di_000,dj_000,dk_000,dl_000,dm_000,dn_000,do_000,dp_000,dq_000,dr_000,ds_000,dt_000,du_000,dv_000,dx_000,dy_000,dz_000,ea_000,eb_000,ec_00,ed_000,ee_000,ee_001,ee_002,ee_003,ee_004,ee_005,ee_006,ee_007,ee_008,ee_009,ef_000,eg_000
neg,128566,882,696,0,0,0,0,0,334,513524,3926570,2704776,133420,748,0,3460456,0,0,0,9688,15362,6639462,5936530,1025618,610996,0,0,0,0,338,2408,0,0,0,0,0,77652,2810322,725012,3666386,0,4732,726,1492,39906,4092456,3128606,11454,0,0,0,1799670,1674950,1171130,976752,640570,547094,466862,2344,0,0,7675862,0,58,540,6,3460456,91602,591678,430486,114780,139840,160400,37720,128566.95,7675862,7675862,7664276,49665,71560,34872,405500,7279372,1209600,195770,0,176,0,6673560.0,0.0,599932.8,0,0,0,0,58608,1599802,3509022,1798224,280700,23564,8764,688,418,466,7675862,9244,1194,27178,415940,216904,3668370,2900622,39828,92,0,832,6674,6263200,141726,0,18218,0,56,6707626,4224,512,0,0,0,0,0,0,0,0,43884,108610,22892,0,0,180978,47074,499500,161972,0,0,0,0,17211870,2188.5,2436,655914,1000996,778930,371692,766950,857332,1131068,972470,739868,4152,0,0
neg,40466,202,184,0,0,0,0,0,0,15108,1206550,1275056,299850,6094,546,1212292,1762,0,0,0,0,2280372,1738808,760306,459410,0,0,580,0,694,724,0,0,0,0,0,190128,2084446,485208,43422,0,1872,470,666,10734,1403344,1382708,3410,0,0,0,996908,649806,214386,154426,115796,98958,146590,423890,2444,0,3041230,692,1898,1026,8,1212292,47410,400796,355614,245600,377220,,130660,40466.13,3041230,3041230,3021378,18876,1706,55488,614520,2803204,1209600,93422,0,158,0,2424600.0,0,375825.6,0,0,0,0,0,337852,1275666,958948,217880,11234,1540,84,36,42,3041230,4294,558,37294,157062,157200,1907522,508826,30198,250,0,386,5076,1999132,268810,0,14790,0,78,2457444,2176,296,0,0,0,0,0,0,0,0,28668,35420,7434,0,0,90746,13916,1072680,123550,0,0,0,0,10466170,1232.86,1350,404168,535112,413754,204594,412282,385492,353128,82716,11482,476,0,0
neg,2304,118,,0,0,0,0,0,0,0,0,0,0,0,0,471812,0,0,0,710,970,994318,857740,519582,105898,0,0,0,0,48,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1514940,88,66,292,0,471812,22750,359318,157422,448780,,,67120,2304.26,1514940,1514940,212,0,0,28280,301620,0,1209600,37148,,,,293649.6,649327.68,117318.72,0,0,0,0,0,0,0,0,0,0,0,0,,444,1514940,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,17188,298,0,0,1560,173412,203840,713684,0,0,7042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
neg,10,6,6,0,0,0,0,0,0,6742,1540,1176,0,0,0,2320,0,0,0,1388,3816,4394,3204,20232,702,0,0,0,0,8,2,0,0,0,0,0,0,0,342,9116,0,72,8,10,466,750,668,4706,2778,0,0,7932,388,74,28,48,238,62,530,34,124,26040,0,6,2,2,2320,112,15860,4204,,,,20020,9.04,26040,26040,27366,30,0,2472,25840,9498,1209600,246,2,2,0,1802.88,0.0,6480.0,2,8,0,0,6384,860,1124,1074,16,0,0,0,0,6,26040,1256,8,18,8,14,1132,6238,740,44,0,6,2,2244,148,0,0,0,0,2364,124,62,0,0,0,0,0,0,0,0,184,0,0,118,222,40,8,4580,442,0,6,0,0,0,79.72,36,7890,1376,32,10,16,22,36,76,0,0,0,0
neg,87896,,,0,0,0,0,0,0,36270,1076444,3822726,974604,4996,0,1967090,0,0,,1078,2342,4992612,4384460,1359638,465012,0,0,0,0,0,0,0,0,0,0,0,111816,2462192,3222468,118564,0,5998,2542,3344,5902,1407204,4445968,44074,8,0,0,2712346,863590,453248,355492,319410,364312,636638,209998,6,0,6354642,90,146,432,98,1967090,79736,738206,615350,214620,247980,199460,82820,87896.68,6354642,6354642,,36391,1129080,,289360,,1209600,0,,,,5215112.64,0.0,691612.8,,,0,0,7384,420484,2438408,2706502,299606,36206,6364,86,,0,6354642,7714,1358,301266,269718,364858,3992148,925482,52450,46,0,,,,,,,,,,4576,500,,,,,,,,,39264,119686,22176,0,0,286434,42986,7124080,4689528,0,0,0,0,,,,731090,1159090,825170,441054,989384,863836,514382,220104,169742,1188,0,0
neg,12,8,6,0,0,0,0,0,0,4702,2282,938,0,0,0,2850,0,0,0,296,706,8740,5992,18216,688,0,0,0,0,10,4,0,0,0,0,0,0,0,0,7922,0,120,6,6,126,822,2138,4704,0,0,0,6804,338,44,150,42,288,136,114,2,4,27274,0,2,0,0,2850,182,15690,2506,,,,17980,11.02,27274,27274,28126,32,0,2582,27040,7988,1209600,234,2,4,0,2653.44,0,4293.12,0,20,0,0,4342,1884,766,732,198,0,0,0,0,6,27274,994,12,52,20,542,5786,516,0,0,0,6,8,3420,32,0,42,0,0,3420,72,92,0,0,0,0,0,0,0,0,210,0,0,0,0,54,10,420,42,0,0,0,0,0,1.54,64,5494,2210,116,24,38,20,20,0,0,0,0,0
neg,41796,340,862,0,0,0,0,0,0,316,4484,2128174,941966,43894,428,1627308,0,0,0,0,0,2923464,2691732,383846,192836,0,0,0,0,3040,116,0,0,0,0,0,1130,783228,2334904,0,0,1512,318,834,234386,2628192,254010,10,0,0,0,1148920,645228,358406,261792,191116,179236,326158,8406,0,0,3307700,0,0,6,22,1627308,42636,225310,157874,159320,118880,,101060,41795.42,3307700,3307700,3331032,15060,40840,86080,883160,3119262,1209600,30554,0,128,0,2635570.56,0.0,482940.48,0,0,0,0,0,100,434964,1356096,1234296,80898,12084,824,1308,1070,3307700,3792,542,4150,456658,160478,2002876,481110,9656,0,0,1212,1220,1972416,230446,18,2576,0,0,2661138,696,148,0,0,0,0,0,0,0,0,17908,7660,1444,0,0,29836,7942,536100,109166,0,0,0,0,1795420,934.86,1142,507226,901172,249658,98602,296176,582658,269462,84246,118844,11218,0,0
pos,1312344,,,,,64,226226,1891308,11840738,25209522,23165170,6550562,139196,0,0,5498962,0,0,0,1197808,1842974,13974568,13470346,4014216,1342566,,0,0,0,,,2,0,0,0,0,0,80582,35055750,33886452,0,54384,33210,46408,95796,8656924,60136042,22,0,0,0,8034064,21433598,14650430,9898836,5362364,3234556,2686300,3548864,172954,820,19188688,,,,,5498962,174588,1394918,2615728,242200,278260,232300,268700,1312343.44,19188688,19188688,70385052,491780,,81344,1023500,69022786,1209600,,,,,62281918.08,0.0,6753214.08,38912,,310304,5063918,19269568,26130308,15503494,2587956,133828,23262,148,0,,,19188688,32494,5836,1717860,3432262,7511020,56257418,65886,10,0,0,,,,,,,,,,,,,,,,,,,,104768,,,,,,,,,,,,,,0.64,0,7035344,4448718,2583312,1611622,5410912,22716142,20614830,4068516,533152,238,,
neg,40424,2028,1472,0,0,0,0,0,0,1178,290806,1581320,754412,69070,1456,1166608,0,0,0,0,0,2336890,1973886,579682,325160,0,0,0,0,784,1246,0,0,0,0,0,121284,1906916,561566,108476,0,4426,3458,4284,454406,1876428,354856,384,0,0,0,1092414,476094,194442,160026,161354,270096,343816,0,0,0,2916940,0,194,182,16,1166608,40372,345706,232900,183080,304120,,88140,40424.89,2916940,2916940,2934996,17424,7930,46866,492760,2698242,1209600,105448,2,78,0,2184035.52,0.0,512020.8,0,0,0,0,0,6534,589114,1258784,746438,89630,6826,916,422,450,2916940,4934,468,58498,407946,100648,919912,1182840,22720,276,0,1860,2028,2107118,70188,0,30458,0,12,2202550,1600,430,0,0,0,0,0,0,0,0,20822,37032,13930,0,0,81104,19080,3366920,501606,0,0,0,0,704870,874.92,1016,542276,417076,326064,154684,264510,231132,165424,136986,421566,38524,0,0
neg,61410,0,,0,0,0,0,0,0,14358,853812,2467276,781802,20370,698,1963104,0,46,0,0,0,3662896,3234112,712132,332476,0,0,0,0,0,0,0,0,0,0,0,1292,1031092,1840120,1265812,0,6688,2238,6636,19770,2446076,1656846,50,12,0,0,1560804,790382,369532,264814,206590,193814,277336,359728,98546,16770,4375720,1548,1710,1072,368,1963104,64120,372012,338084,179720,191020,212440,122340,61409.82,4375720,4375720,4321732,26072,59706,68638,737680,4138316,1209600,0,,,,3596081.28,0.0,535222.08,,,0,0,1916,270746,1700112,1809444,337828,15194,3000,76,,0,4375720,6320,584,290740,190922,647074,2818772,174902,9000,2,0,,,,,,,,,,2628,128,0,0,0,0,0,0,0,0,31322,67344,13304,0,0,230574,31816,5598560,771812,0,7594,0,0,32442260,,,568404,648520,493766,288530,999104,1097684,40366,1590,352,0,0,0
neg,12162,532,100,0,0,0,0,0,1524,178486,519842,52240,0,0,0,380038,98696,140,0,7562,10638,738056,655712,627270,67156,0,0,0,0,84,38,0,0,0,0,0,0,0,231944,520144,0,3520,2210,8010,19366,172886,546096,0,0,0,0,230848,245466,142960,57904,24572,15012,10104,10688,4822,9712,1372992,38,352,32,2,380038,12716,493706,132470,530300,1310700,1310700,95140,12161.86,1372992,1372992,1375128,3285,6482,14994,161320,752084,1209600,11442,0,20,0,576674.88,0.0,172828.8,,,0,0,48014,512300,176550,12034,2664,490,36,0,462,660,1372992,2548,130,5678,44944,64712,547848,81986,4230,12,0,194,52,506894,212210,0,20,0,0,580998,494,174,0,0,0,0,0,0,0,0,9826,1320,364,652396,98160,11192,2380,437800,54748,998788,2164,0,0,0,,,177662,59902,29156,13690,25142,32400,335550,74874,3712,2,0,0
neg,38820,60,46,0,0,0,0,0,0,206,101692,1439418,874994,56110,3584,1196900,0,0,0,0,0,2237910,2011960,357720,198724,0,0,0,0,140,50,0,0,0,0,0,35714,1357188,548474,534628,0,826,518,708,19154,1801222,653424,152,0,0,0,1009014,415640,220806,177016,148320,128902,153700,222598,8,0,2595812,12,50,126,0,1196900,34700,254774,102352,159300,170680,,25000,38820.77,2595812,2595812,2601954,16869,314,16056,173480,2476004,1209600,65112,0,76,0,2256974.4,0,217874.88,0,0,0,0,0,552,411116,1423326,614632,22670,3498,210,0,4,2595812,1970,198,25256,155784,69204,1629154,582296,12002,140,0,82,128,2217902,18382,34,114,0,0,2266720,988,40,0,0,0,0,0,0,0,0,16962,32896,7474,0,0,96936,16222,77740,15558,0,0,0,0,0,386.56,546,229162,382782,433154,223846,508914,423718,225624,46554,2250,0,0,0
neg,40540,708,674,0,0,0,0,0,0,266,207710,1832224,1007350,75524,2776,1230458,0,0,0,0,0,2727790,2243392,722674,368134,0,0,0,0,1036,278,0,0,0,0,0,74204,2320526,641160,89960,0,12722,7914,8586,462488,2310800,323306,34,0,0,0,1281590,583714,202352,152972,139274,143222,270838,351888,0,0,3451508,98,64,890,20,1230458,36698,338688,381384,285500,244100,,183140,40540.0,3451508,3451508,3442964,21310,2514,95706,1021380,3125850,1209600,110832,18,90,0,2560402.56,44055.36,518088.96,0,0,0,0,0,6640,603582,1648244,807734,48316,10462,872,40,48,3451508,7114,972,86158,386926,189274,2075588,367794,11988,36,0,826,948,2330158,49614,0,1316,0,30,2601406,5418,348,0,0,420,44384,0,0,0,0,23912,29640,6272,0,0,69272,14204,922200,94952,3239860,2438,0,0,10868720,1962.44,2246,591602,729138,371236,179772,412802,341298,322680,159094,18216,12,0,0
neg,1416,0,,0,0,0,0,0,0,138,12248,72816,530,0,0,39932,0,48,0,0,0,82808,76520,16592,2796,0,0,0,0,0,0,0,0,0,0,0,0,62126,20538,3068,0,3188,100,152,362,3870,78060,0,0,0,0,42798,29486,8656,2974,1114,210,454,40,0,0,99440,18,320,60,2,39932,812,10640,5836,,,,16200,1416.21,99440,99440,100348,286,290,9674,99000,85732,1209600,0,,,,74390.4,0.0,8155.2,,,0,0,0,6778,75846,2606,400,102,0,0,,0,99440,3188,24,3838,3160,3570,66302,5352,298,0,0,,,,,,,,,,114,46,0,0,0,0,0,0,0,0,486,274,72,0,0,1442,310,337760,34044,0,0,0,0,416250,,,12328,9386,3656,2220,6452,51348,342,0,0,0,0,0
neg,19128,0,,0,0,0,0,0,0,1632,153098,852890,196730,5060,0,620706,0,0,,0,0,1178254,1097794,123342,52870,0,0,0,0,0,0,0,0,0,0,0,28724,823738,219966,136982,0,2602,1226,1596,126064,791142,286780,0,0,0,0,329478,358002,153970,108164,85570,71772,57406,45372,728,0,1301932,50,106,634,150,620706,11314,52514,70462,109460,0,0,10740,19127.68,1301932,1301932,,6216,137070,,88340,,1209600,0,,,,1028592.96,0.0,177645.12,,,0,0,0,44820,524570,556308,72078,9184,2214,236,,0,1301932,1660,388,73004,83822,239006,762826,47716,988,0,0,,,,,,,,,,1030,98,,,,,,,,,6290,15008,3736,1749848,412826,48144,7004,1179320,237726,0,12972,0,0,,,,189298,173528,108672,57346,155350,197158,163012,103766,60898,382,0,0
neg,4942,2130706442,166,0,0,0,0,0,0,500,37100,274160,33512,366,0,153824,0,0,0,0,0,315332,268432,61520,35226,0,0,0,0,468,452,0,0,0,0,0,31122,222650,76140,15726,0,1490,68,102,204,1354,342134,286,0,0,0,138872,79028,49686,30526,20890,15546,11000,90,0,0,376958,0,464,118,0,153824,4934,30204,31162,,,,60220,4942.71,376958,376958,380786,1420,306,36908,375400,345638,1209600,12754,4,22,0,308512.32,0.0,35366.4,0,54,0,0,0,13010,114378,176942,34808,5186,1244,70,0,4,376958,2012,124,892,29426,14674,229842,66274,2394,0,0,344,1580,308206,59276,0,634,0,248,312792,378,80,0,0,0,0,0,0,0,0,3458,6116,1762,0,0,6552,1350,1272580,128568,0,0,0,0,837740,222.8,330,40958,76340,49024,27334,50642,85166,9634,3716,2824,0,0,0
neg,59356,1090,836,0,0,0,0,0,0,9752,279954,2809084,985500,20160,0,2095834,0,0,0,0,0,3277000,2600182,1074222,611484,0,0,0,0,348,492,0,0,0,0,0,180760,1662928,1108032,1152730,0,9136,8348,21364,50806,500748,3513152,832,48,8,8,1718288,757642,394820,309894,296698,547462,79646,0,0,0,4351686,0,1402,540,8,2095834,84444,467224,600104,337220,241320,294320,194280,59355.96,4351686,4351686,4338830,24639,22448,66882,716700,4104450,1209600,101514,0,130,0,3346049.28,0.0,755184.0,342,1324,0,0,0,23270,703360,2080542,1220982,67532,7642,1122,204,214,4351686,4734,512,36384,371634,185764,2405856,1080562,18720,284,0,1936,690,3070286,372616,58,28884,0,0,3389528,1990,1434,0,0,0,0,0,0,0,0,52312,33464,10550,0,0,128150,21322,603720,116028,0,0,0,0,2923620,1375.96,1326,785052,554644,479654,287046,873336,1007254,111476,5434,554,0,0,0
neg,41476,96,88,0,0,0,0,0,0,798,370052,1541682,683152,50166,56,1117798,0,0,0,0,0,2503362,2331980,237434,152668,0,0,0,0,134,82,0,0,0,0,0,53822,1414522,743792,433770,0,2798,710,886,14498,1726670,900086,194,46,16,2,982572,585300,261142,229360,200778,176758,175952,34044,0,0,2740986,52,204,98,0,1117798,21626,148626,88520,94640,116540,,23780,41476.91,2740986,2740986,2750348,15595,2958,30940,318960,2645906,1209600,60132,2,24,0,2155855.68,0.0,487651.2,0,0,0,0,0,10802,971776,1268556,385174,8018,1580,0,0,6,2740986,2790,210,5128,234340,159830,1857404,383030,3078,96,0,156,214,2084202,7098,0,744,0,32,2167650,1026,76,0,0,0,0,0,0,0,0,10682,26202,6674,0,0,78042,12516,314040,40774,0,0,0,0,1476920,402.62,522,500032,290810,245296,140406,326644,338366,389308,284422,130588,34,0,0
neg,30596,2130706432,234,0,0,0,0,0,0,532,204930,1247780,593340,50046,3982,976098,0,0,0,0,0,1811780,1515952,353058,261500,0,0,0,0,592,142,0,0,0,0,0,43756,1049534,859660,147660,0,974,666,770,1126,40808,2055926,340,0,0,0,580710,395730,166638,123424,96692,92270,262312,382834,0,0,2165228,4,18,268,22,976098,30004,184708,165714,198400,,,150780,30596.29,2165228,2165228,2164504,18922,26270,92884,951520,2100610,1209600,70888,2,46,0,1904127.36,0.0,195197.76,0,262,0,0,0,31742,404706,1072226,561710,26266,3712,248,266,278,2165228,2408,384,44736,91052,60466,1491506,395588,14352,118,0,330,412,1221464,66016,0,33268,0,10,1920562,1190,34,0,0,0,0,0,0,0,0,20394,27924,14042,0,0,43490,7338,10117080,1826644,0,0,0,0,727080,664.1,716,205024,445172,339118,182852,473304,411748,41646,1364,382,0,0,0
neg,30,50,50,0,0,0,0,0,0,72,4792,5552,0,0,0,4060,0,0,0,0,0,9004,4852,22718,2136,0,0,0,0,98,44,0,0,0,0,0,0,10416,0,0,0,108,26,16,24,556,9626,60,0,0,0,8428,1464,284,100,38,34,30,38,0,0,31740,0,4,0,2,4060,260,18166,4520,,,,22560,30.32,31740,31740,37704,22,0,2996,31580,10416,1209600,894,0,4,0,5527.68,0.0,4842.24,0,0,0,0,0,1944,7354,768,270,80,0,0,36,40,31740,128,12,20,614,1072,3048,3864,1558,100,0,112,194,6146,36,0,94,0,14,6218,70,62,0,0,0,0,0,0,0,0,182,0,0,0,0,234,96,560,56,0,0,0,0,0,90.46,42,5362,4208,716,56,54,14,6,0,0,0,0,0
neg,98020,1498,658,0,0,0,0,0,0,96724,2715906,3304968,570618,11334,0,2860860,0,0,0,0,0,6313408,5671424,998774,498014,0,0,0,0,2064,484,0,0,0,0,0,165168,2824814,1571528,2138040,0,4012,1398,2478,181744,5288172,1221480,266,0,0,0,2257192,1393862,700976,562956,496588,477122,763636,47218,0,0,7313692,0,58,262,64,2860860,69862,666104,330840,121960,126040,159600,12480,98020.14,7313692,7313692,7359260,33259,36420,118824,39940,6699550,1209600,272928,0,28,0,5801160.96,0.0,891343.68,0,0,0,0,142,407112,2700800,2554670,913886,94866,24668,3406,16,34,7313692,11392,1608,76760,653974,322262,4126592,1494044,12918,0,0,1312,484,2566492,0,0,604,0,0,2635786,5898,282,0,0,0,0,0,0,0,0,38304,129238,20714,0,0,254550,52674,629120,138622,0,0,0,0,4283960,2195.06,3262,959238,1279532,1018450,507240,980088,677960,472508,296984,490782,16768,0,0
neg,2224,90,,0,0,0,0,0,0,52396,107292,22800,0,0,0,87402,0,0,0,1406,3558,149836,135736,92506,6644,0,0,0,0,0,0,0,0,0,0,0,0,0,65974,116514,0,1712,406,466,1848,5712,172344,0,0,0,0,73180,39850,40052,22488,4476,1196,406,644,192,4,243896,26,26,758,4,87402,2254,54318,37022,,,,90900,2223.92,243896,243896,243628,855,3844,23788,242520,182488,1209600,0,,,,126385.92,0.0,54758.4,0,106,0,0,39692,105194,33610,3042,848,102,0,0,,74,243896,1358,80,5780,16320,18134,137210,3606,0,0,0,,,,,,,,,,632,78,0,0,0,0,0,0,0,0,1668,0,0,0,0,3524,550,0,0,0,166,0,0,1159470,250.34,266,57170,27898,12018,5860,20844,17908,17518,23112,160,0,0,0
neg,50644,0,,0,0,0,0,0,0,68082,970902,1595588,594014,27730,1708,1626966,0,0,0,0,0,2926050,2619128,515508,246110,0,0,0,0,0,0,0,0,0,0,0,44176,970366,2137278,106204,0,2466,1062,1538,263940,2327830,661182,6,0,0,0,1035944,790376,297216,236042,196850,171130,172958,325122,32384,2,3442098,38,40,390,0,1626966,44228,278386,236086,177940,188940,,142880,50644.3,3442098,3442098,3431648,22196,77670,97162,1016600,3258024,1209600,0,,,,2875310.4,0,380171.52,0,0,0,0,294,309656,1111038,1354944,462668,15984,3238,202,,0,3442098,4136,570,60258,208694,153782,2023344,791404,15822,14,0,,,,,,,,,,2038,94,0,0,0,0,0,0,0,0,22186,37116,6360,0,0,103838,16214,8520300,1158992,0,0,0,0,39882040,1361.18,1272,397640,583126,478040,222944,494640,428520,229746,136524,262238,24606,0,0
neg,1282,2130706432,4,0,0,0,0,0,0,1712,76550,13872,0,0,0,10986,0,0,0,0,0,95896,79166,44850,9454,0,0,0,0,2,6,0,0,0,0,0,0,8454,79756,3924,0,456,318,1144,1598,2994,85188,436,0,0,0,45088,15606,10724,8236,4266,2682,2246,2248,900,138,140868,144,42,206,0,10986,1334,28232,16524,,,,44140,1282.61,140868,140868,142070,421,528,13614,139960,92408,1209600,3986,2,20,0,74326.08,0.0,16773.12,36,132,0,0,404,51886,35984,3008,584,242,26,0,6,10,140868,1528,68,3468,862,3316,51696,27850,3162,184,0,8,18,76264,20876,0,2,0,0,76814,306,154,0,0,0,0,0,0,0,0,1586,362,80,170068,23930,3562,560,284140,31870,84438,548,0,0,282630,2.74,210,19452,14470,10728,4668,11052,6918,9084,15592,170,0,0,0
pos,341116,730,,0,0,0,6782,243092,2693264,10294678,9608032,2562786,273232,16388,0,9775094,3172,2350,5388,1359444,1929424,19564336,18020068,5264904,2514278,10,0,0,0,6976,2488,0,0,0,0,0,0,0,3144662,22448670,104922,49648,39782,49668,131628,2067150,23360370,8,0,0,0,9420598,4747954,3393120,2827872,1681118,991346,739860,841464,504824,550098,26191266,4674,23712,10408,4,9775094,315060,1297770,3959792,232620,195380,228920,250840,341115.82,26191266,26191266,26120122,169720,221702,56370,762740,25698254,1209600,0,,,,17296620.48,2258511.36,6125031.36,54784,,42282,1143164,5979656,11303600,5793224,1321952,99682,13872,822,0,,0,26191266,12088,2360,3738978,4075366,3525392,14304144,39926,0,0,0,,,,,,,,,,22192,1054,146720,2306300,0,0,0,0,0,0,167918,75808,20110,0,0,525302,96156,24306140,3354074,0,0,0,0,32522970,0.22,0,8513072,2415170,1392970,670836,1622420,2006306,5831812,3198600,47068,0,0,0
neg,157654,234,230,0,0,0,0,0,0,253310,4341764,4352090,728330,22720,1512,4391398,0,0,0,3538,5738,9096638,8292450,1066014,623076,0,0,0,0,1650,156,0,0,0,0,0,316980,3954850,3180454,2247442,0,5932,2374,5436,232780,5815608,3635724,1872,0,0,0,2586630,3162422,963886,524098,366122,300962,453030,1328858,13718,0,10167848,12920,11208,10066,18,4391398,80258,602794,457800,114060,107420,115920,47100,157653.32,10167848,10167848,10167984,62754,18214,37094,471880,9699726,1209600,263028,2,104,0,8990715.84,0.0,701710.08,0,0,0,0,16804,1392348,4234490,3306052,689008,52216,8180,628,52,66,10167848,12454,1604,28996,422532,837118,6786418,1575706,34834,64,0,308,488,3221778,2610096,0,137086,0,24,9047494,5530,232,0,0,0,0,0,0,0,0,45898,301920,32006,0,0,275840,29268,11662860,1168798,0,0,0,0,11970920,3403.76,4070,750194,1633824,1597702,782462,1494968,2030170,593904,322886,473750,19866,0,0
pos,846682,21688,,0,0,0,0,0,0,1221750,39086498,29753198,2050260,66382,504,33818494,0,114,0,722,1294,61351032,50930884,15918316,8850020,0,0,0,0,137334,17574,36800,19042,26283758,9973768,12890638,22555666,166830,139176,113026,0,100094,39936,45318,59146,107446,71826204,548,12,0,0,39845616,6763574,6544838,5085500,5091476,4911780,3469180,466740,0,0,77282160,27620,15526,22952,824,33818494,992804,8224400,7667562,237160,248600,238160,192980,846681.98,77282160,77282160,76307684,332904,108096,4068,944540,72178704,1209600,0,,,,64755846.72,0.0,7339099.2,58,21646,0,0,25124,7022298,40135530,22332784,2279858,323202,58964,944,,1878,77282160,123572,22258,4171810,4331344,6880650,45731044,10895512,22506,8,0,,,,,,,,,,70050,1158,0,0,0,0,0,0,0,0,649428,189526,21438,0,0,1878928,205386,267104360,27216256,38234160,853990,0,0,13498210,33344,36936,7694674,26558472,12729076,6779716,18301072,80610,19730,8576,6762,16,0,0
neg,60914,0,,0,0,0,0,0,0,20130,1276912,2554846,233844,786,0,1903222,0,68,0,0,0,3742232,3412104,559926,251216,0,0,0,0,0,0,0,0,0,0,0,48798,1651386,913780,1472554,0,3664,2692,3076,6530,709264,3357474,3800,16,2,0,1772254,671792,425846,305872,249636,241218,323542,96350,8,0,4303098,202,144,1362,254,1903222,38414,274572,282524,115640,175720,188800,69660,60914.32,4303098,4303098,4247840,23701,413562,61560,663660,4086518,1209600,0,,,,3639304.32,0,441967.68,,,0,0,50,387006,2261214,1294286,123646,17426,2890,0,,0,4303098,3850,810,180890,243594,339836,2979880,327358,10284,16,0,,,,,,,,,,2872,600,0,0,0,0,0,0,0,0,21368,86068,13816,0,0,114348,14538,9087360,1220116,0,0,0,0,1980470,,,470508,773382,606404,350096,745836,644260,296398,110850,87842,942,0,0
neg,366,88,88,0,0,0,0,0,0,586,56450,38722,1480,0,0,41614,0,0,0,0,0,81612,43362,67940,18080,0,0,0,0,6,68,0,0,0,0,0,0,0,28694,68544,0,1796,510,714,1144,1952,91118,4,0,0,0,76366,12536,4046,1646,860,658,854,272,0,0,149718,2,10,4,8,41614,1628,30364,35802,,,,65660,365.51,149718,149718,136308,228,0,13060,147660,98190,1209600,3866,0,26,0,36951.36,0.0,59424.96,8,84,0,0,0,29316,51040,14518,1832,360,172,0,0,34,149718,1992,166,302,9950,5956,25818,42962,9250,840,2,88,108,44394,248,0,222,0,0,44544,532,132,0,0,0,0,0,0,0,0,1888,100,14,0,0,1954,376,1380,148,0,0,0,0,0,445.82,424,62682,20408,4156,1682,3172,2294,1136,1694,14,0,0,0
pos,1030434,,,,,0,0,78634,1412076,11861928,38174754,29253462,2150098,67894,908,32766882,30992,540,,482148,1049444,68025474,59948976,15536356,8246822,,0,188478,0,,,21984722,3287490,3534898,3452290,2934248,2729640,10496204,32133080,2447178,0,83904,79024,217432,377978,920524,80718182,602510,178,18,0,28138984,18564414,12196560,10684122,7566608,4047738,1707632,93692,0,0,84049130,,,,,32766882,838852,6942488,8579408,292220,408560,216140,114980,1030434.22,84049130,84049130,84111894,463027,,,486160,82999766,1209600,,,,,75021229.44,0.0,7948826.88,1578,10576,476,151402,1887808,18373930,43990928,17089090,1260290,207874,35874,2078,,,84049130,53898,11428,4830446,2804488,18556668,52063558,4656366,22884,14,0,,,,,,,,,,,,,,,,,,,,488758,,,,,,,,,,,,,,17358.84,22680,8326490,27660046,18143796,7609284,12084134,5257916,2531028,797668,579476,9914,,
neg,16892,156,136,0,0,0,0,0,0,33898,309030,430210,146756,2172,402,391944,0,0,0,0,0,832750,702902,546852,94168,0,0,0,0,152,86,0,0,0,0,0,0,284998,596658,40812,0,2904,2744,7560,34640,522216,351710,672,20,0,2,349468,229148,73868,76540,74824,31408,34650,50686,1876,0,1379950,44,22,114,2,391944,10606,443982,101278,513980,,,29340,16891.8,1379950,1379950,1189174,5288,452,14462,166740,922468,1209600,28374,0,42,0,754677.12,0.0,166698.24,0,0,0,0,598,129840,419174,319282,49250,3678,620,26,26,36,1379950,2138,316,8208,68046,31180,531758,265838,14860,124,0,264,366,750246,62840,0,58,0,46,765758,976,170,0,0,0,0,0,0,0,0,6850,8870,1894,0,0,30604,4756,70400,8078,0,0,0,0,739230,772.34,750,176182,168622,126152,58004,123170,158734,68370,26266,16912,56,0,0
